SK_ID_CURR,split
100974,train
100975,train
100976,train
100977,train
100978,train
100980,train
100985,train
100986,train
100988,train
100989,train
100990,train
100991,train
100992,train
100993,train
100994,train
100995,train
100996,train
100999,train
101000,train
101001,train
101004,train
101006,train
101007,train
101009,train
101011,train
101012,train
101013,train
101015,train
101017,train
101019,train
101022,train
101029,train
101032,train
101035,train
101038,train
101040,train
101042,train
101043,train
101046,train
101047,train
101049,train
101050,train
101052,train
101053,train
101054,train
101058,train
101059,train
101060,train
101061,train
101062,train
101063,train
101066,train
101067,train
101068,train
101069,train
101070,train
101071,train
101072,train
101073,train
101074,train
101076,train
101077,train
101078,train
101081,train
101082,train
101083,train
101084,train
101085,train
101086,train
101088,train
101089,train
101091,train
101100,train
101101,train
101102,train
101104,train
101105,train
101106,train
101108,train
101112,train
101114,train
101115,train
101116,train
101121,train
101122,train
101123,train
101127,train
101129,train
101133,train
101134,train
101135,train
101137,train
101138,train
101142,train
101143,train
101144,train
101145,train
101147,train
101148,train
101150,train
101152,train
101153,train
101154,train
101155,train
101156,train
101158,train
101159,train
101161,train
101162,train
101163,train
101164,train
101165,train
101167,train
101168,train
101170,train
101171,train
101172,train
101173,train
101175,train
101177,train
101178,train
101179,train
101180,train
101182,train
101183,train
101184,train
101187,train
101188,train
101191,train
101192,train
101197,train
101199,train
101202,train
101203,train
101205,train
101206,train
101207,train
101208,train
101210,train
101214,train
101216,train
101217,train
101218,train
101219,train
101220,train
101221,train
101222,train
101224,train
101227,train
101229,train
101230,train
101231,train
101233,train
101234,train
101235,train
101236,train
101238,train
101239,train
101240,train
101241,train
101242,train
101245,train
101247,train
101248,train
101251,train
101252,train
101253,train
101254,train
101264,train
101265,train
101267,train
101270,train
101272,train
101273,train
101274,train
101275,train
101276,train
101277,train
101278,train
101280,train
101282,train
101284,train
101285,train
101286,train
101288,train
101289,train
101290,train
101291,train
101293,train
101295,train
101298,train
101302,train
101303,train
101304,train
101306,train
101307,train
101309,train
101310,train
101312,train
101314,train
101316,train
101317,train
101320,train
101322,train
101323,train
101324,train
101325,train
101328,train
101330,train
101331,train
101333,train
101335,train
101341,train
101347,train
101348,train
101349,train
101350,train
101351,train
101352,train
101357,train
101358,train
101360,train
101361,train
101364,train
101369,train
101370,train
101371,train
101373,train
101376,train
101378,train
101379,train
101381,train
101382,train
101384,train
101387,train
101388,train
101392,train
101393,train
101394,train
101397,train
101402,train
101403,train
101404,train
101405,train
101408,train
101409,train
101410,train
101413,train
101414,train
101416,train
101417,train
101418,train
101420,train
101421,train
101422,train
101424,train
101425,train
101430,train
101431,train
101432,train
101433,train
101435,train
101437,train
101441,train
101443,train
101444,train
101445,train
101450,train
101451,train
101452,train
101453,train
101456,train
101459,train
101460,train
101462,train
101464,train
101466,train
101468,train
101469,train
101470,train
101473,train
101474,train
101476,train
101477,train
101479,train
101481,train
101482,train
101483,train
101484,train
101485,train
101487,train
101488,train
101489,train
101490,train
101492,train
101493,train
101495,train
101496,train
101498,train
101499,train
101500,train
101501,train
101502,train
101503,train
101505,train
101507,train
101508,train
101509,train
101510,train
101511,train
101512,train
101513,train
101514,train
101516,train
101518,train
101519,train
101520,train
101522,train
101524,train
101525,train
101527,train
101528,train
101531,train
101532,train
101533,train
101534,train
101536,train
101537,train
101539,train
101540,train
101541,train
101543,train
101544,train
101545,train
101546,train
101549,train
101551,train
101553,train
101554,train
101556,train
101558,train
101559,train
101560,train
101561,train
101563,train
101564,train
101566,train
101567,train
101568,train
101569,train
101571,train
101573,train
101574,train
101575,train
101576,train
101579,train
101581,train
101583,train
101584,train
101585,train
101587,train
101590,train
101591,train
101592,train
101593,train
101594,train
101595,train
101596,train
101599,train
101600,train
101601,train
101604,train
101605,train
101607,train
101608,train
101609,train
101611,train
101612,train
101613,train
101615,train
101618,train
101619,train
101620,train
101621,train
101623,train
101624,train
101626,train
101627,train
101628,train
101629,train
101630,train
101631,train
101633,train
101634,train
101635,train
101636,train
101637,train
101638,train
101639,train
101640,train
101642,train
101646,train
101647,train
101648,train
101652,train
101654,train
101655,train
101656,train
101658,train
101660,train
101661,train
101666,train
101668,train
101671,train
101672,train
101676,train
101679,train
101680,train
101681,train
101683,train
101684,train
101685,train
101687,train
101688,train
101689,train
101690,train
101692,train
101693,train
101694,train
101695,train
101696,train
101698,train
101701,train
101702,train
101704,train
101705,train
101707,train
101709,train
101710,train
101717,train
101719,train
101720,train
101721,train
101722,train
101723,train
101725,train
101727,train
101731,train
101733,train
101734,train
101736,train
101737,train
101738,train
101739,train
101740,train
101741,train
101742,train
101743,train
101746,train
101748,train
101749,train
101750,train
101751,train
101752,train
101753,train
101754,train
101755,train
101761,train
101767,train
101769,train
101770,train
101771,train
101772,train
101774,train
101776,train
101777,train
101778,train
101783,train
101785,train
101786,train
101787,train
101788,train
101791,train
101792,train
101794,train
101796,train
101797,train
101798,train
101799,train
101800,train
101802,train
101803,train
101806,train
101807,train
101808,train
101809,train
101810,train
101811,train
101812,train
101813,train
101814,train
101815,train
101817,train
101818,train
101821,train
101822,train
101823,train
101825,train
101828,train
101829,train
101831,train
101832,train
101833,train
101834,train
101835,train
101836,train
101837,train
101838,train
101839,train
101843,train
101845,train
101846,train
101847,train
101851,train
101854,train
101855,train
101856,train
101858,train
101859,train
101860,train
101861,train
101862,train
101864,train
101865,train
101866,train
101868,train
101869,train
101871,train
101875,train
101876,train
101877,train
101881,train
101883,train
101884,train
101885,train
101888,train
101891,train
101892,train
101893,train
101894,train
101895,train
101896,train
101898,train
101900,train
101902,train
101904,train
101905,train
101906,train
101907,train
101909,train
101910,train
101911,train
101913,train
101914,train
101915,train
101916,train
101917,train
101918,train
101919,train
101923,train
101924,train
101925,train
101926,train
101927,train
101928,train
101929,train
101930,train
101932,train
101937,train
101939,train
101941,train
101942,train
101944,train
101945,train
101947,train
101949,train
101950,train
101952,train
101953,train
101954,train
101955,train
101956,train
101957,train
101958,train
101959,train
101960,train
101965,train
101967,train
101968,train
101969,train
101970,train
101972,train
101973,train
101977,train
101978,train
101979,train
101981,train
101982,train
101983,train
101984,train
101985,train
101986,train
101988,train
101990,train
101991,train
101993,train
101994,train
101995,train
101998,train
101999,train
102000,train
102003,train
102006,train
102010,train
102011,train
102013,train
102015,train
102020,train
102022,train
102024,train
102026,train
102036,train
102038,train
102040,train
102042,train
102044,train
102047,train
102048,train
102049,train
102050,train
102056,train
102057,train
102058,train
102059,train
102060,train
102065,train
102066,train
102071,train
102072,train
102073,train
102074,train
102075,train
102076,train
102077,train
102079,train
102083,train
102084,train
102085,train
102086,train
102087,train
102088,train
102089,train
102091,train
102094,train
102095,train
102096,train
102097,train
102098,train
102101,train
102102,train
102103,train
102104,train
102105,train
102107,train
102108,train
102110,train
102111,train
102114,train
102115,train
102117,train
102118,train
102119,train
102120,train
102121,train
102124,train
102127,train
102128,train
102129,train
102130,train
102131,train
102132,train
102133,train
102135,train
102136,train
102137,train
102138,train
102139,train
102140,train
102142,train
102143,train
102144,train
102149,train
102150,train
102153,train
102154,train
102155,train
102156,train
102160,train
102161,train
102163,train
102164,train
102167,train
102168,train
102169,train
102171,train
102175,train
102176,train
102178,train
102180,train
102181,train
102184,train
102185,train
102188,train
102190,train
102191,train
102192,train
102196,train
102199,train
102200,train
102201,train
102202,train
102203,train
102207,train
102210,train
102211,train
102212,train
102213,train
102214,train
102216,train
102217,train
102220,train
102223,train
102225,train
102226,train
102227,train
102228,train
102229,train
102231,train
102232,train
102235,train
102237,train
102239,train
102240,train
102241,train
102243,train
102244,train
102245,train
102246,train
102247,train
102249,train
102254,train
102255,train
102257,train
102258,train
102260,train
102261,train
102263,train
102265,train
102266,train
102267,train
102271,train
102272,train
102274,train
102277,train
102279,train
102281,train
102284,train
102285,train
102290,train
102291,train
102292,train
102295,train
102297,train
102299,train
102300,train
102301,train
102305,train
102306,train
102312,train
102313,train
102316,train
102319,train
102320,train
102321,train
102322,train
102323,train
102325,train
102326,train
102327,train
102328,train
102331,train
102332,train
102333,train
102334,train
102335,train
102336,train
102338,train
102341,train
102343,train
102345,train
102349,train
102350,train
102351,train
102352,train
102353,train
102354,train
102355,train
102356,train
102358,train
102360,train
102361,train
102362,train
102363,train
102365,train
102366,train
102367,train
102368,train
102369,train
102370,train
102371,train
102372,train
102376,train
102377,train
102381,train
102382,train
102383,train
102385,train
102386,train
102389,train
102390,train
102391,train
102392,train
102396,train
102397,train
102399,train
102400,train
102402,train
102404,train
102407,train
102408,train
102409,train
102411,train
102412,train
102417,train
102418,train
102419,train
102420,train
102426,train
102427,train
102428,train
102429,train
102430,train
102431,train
102432,train
102434,train
102435,train
102436,train
102437,train
102440,train
102442,train
102446,train
102447,train
102451,train
102454,train
102455,train
102457,train
102460,train
102462,train
102463,train
102464,train
102468,train
102469,train
102472,train
102473,train
102474,train
102477,train
102478,train
102479,train
102480,train
102481,train
102483,train
102485,train
102487,train
102488,train
102493,train
102495,train
102496,train
102497,train
102498,train
102499,train
102500,train
102501,train
102502,train
102504,train
102505,train
102507,train
102513,train
102514,train
102515,train
102516,train
102518,train
102521,train
102523,train
102525,train
102526,train
102527,train
102529,train
102530,train
102531,train
102532,train
102534,train
102536,train
102537,train
102538,train
102539,train
102540,train
102541,train
102543,train
102544,train
102546,train
102550,train
102552,train
102553,train
102554,train
102557,train
102558,train
102559,train
102560,train
102561,train
102564,train
102565,train
102566,train
102569,train
102570,train
102572,train
102573,train
102574,train
102575,train
102577,train
102578,train
102579,train
102583,train
102584,train
102585,train
102586,train
102587,train
102588,train
102593,train
102595,train
102596,train
102598,train
102599,train
102601,train
102602,train
102606,train
102607,train
102608,train
102609,train
102610,train
102611,train
102613,train
102615,train
102616,train
102619,train
102620,train
102622,train
102624,train
102626,train
102628,train
102629,train
102630,train
102631,train
102632,train
102633,train
102636,train
102637,train
102638,train
102639,train
102641,train
102642,train
102643,train
102644,train
102645,train
102646,train
102647,train
102648,train
102649,train
102650,train
102653,train
102654,train
102657,train
102658,train
102659,train
102660,train
102661,train
102662,train
102663,train
102664,train
102665,train
102666,train
102667,train
102668,train
102669,train
102670,train
102674,train
102676,train
102678,train
102680,train
102683,train
102685,train
102686,train
102688,train
102689,train
102690,train
102691,train
102693,train
102696,train
102697,train
102698,train
102700,train
102702,train
102705,train
102706,train
102707,train
102708,train
102711,train
102712,train
102714,train
102716,train
102718,train
102721,train
102722,train
102723,train
102726,train
102727,train
102728,train
102729,train
102730,train
102732,train
102734,train
102735,train
102737,train
102738,train
102741,train
102743,train
102744,train
102745,train
102746,train
102748,train
102751,train
102752,train
102754,train
102756,train
102758,train
102759,train
102760,train
102761,train
102762,train
102764,train
102766,train
102768,train
102773,train
102775,train
102776,train
102777,train
102780,train
102781,train
102782,train
102783,train
102784,train
102785,train
102786,train
102787,train
102788,train
102789,train
102790,train
102791,train
102792,train
102793,train
102795,train
102797,train
102802,train
102803,train
102804,train
102805,train
102806,train
102807,train
102808,train
102811,train
102812,train
102813,train
102814,train
102816,train
102817,train
102819,train
102820,train
102821,train
102822,train
102825,train
102826,train
102828,train
102829,train
102830,train
102831,train
102832,train
102834,train
102836,train
102837,train
102840,train
102845,train
102847,train
102850,train
102851,train
102852,train
102853,train
102855,train
102856,train
102857,train
102859,train
102860,train
102861,train
102864,train
102865,train
102866,train
102869,train
102870,train
102874,train
102875,train
102876,train
102879,train
102881,train
102882,train
102884,train
102886,train
102889,train
102891,train
102892,train
102894,train
102897,train
102899,train
102901,train
102903,train
102906,train
102907,train
102908,train
102910,train
102913,train
102914,train
102915,train
102916,train
102917,train
102918,train
102920,train
102921,train
102922,train
102923,train
102924,train
102925,train
102926,train
102928,train
102931,train
102936,train
102937,train
102938,train
102939,train
102941,train
102942,train
102943,train
102945,train
102946,train
102947,train
102948,train
102949,train
102950,train
102951,train
102952,train
102953,train
102954,train
102955,train
102956,train
102957,train
102959,train
102960,train
102962,train
102963,train
102965,train
102966,train
102968,train
102970,train
102973,train
102974,train
102976,train
102977,train
102978,train
102980,train
102981,train
102983,train
102984,train
102985,train
102988,train
102990,train
102991,train
102992,train
102998,train
103002,train
103003,train
103005,train
103006,train
103007,train
103009,train
103011,train
103012,train
103013,train
103015,train
103017,train
103018,train
103019,train
103020,train
103021,train
103024,train
103027,train
103028,train
103030,train
103031,train
103032,train
103035,train
103036,train
103037,train
103038,train
103040,train
103047,train
103048,train
103052,train
103053,train
103054,train
103055,train
103057,train
103058,train
103059,train
103060,train
103061,train
103063,train
103064,train
103066,train
103067,train
103068,train
103069,train
103070,train
103071,train
103072,train
103074,train
103075,train
103076,train
103077,train
103079,train
103080,train
103082,train
103084,train
103085,train
103086,train
103087,train
103088,train
103091,train
103093,train
103094,train
103098,train
103099,train
103104,train
103106,train
103107,train
103108,train
103109,train
103110,train
103113,train
103114,train
103118,train
103119,train
103120,train
103122,train
103124,train
103125,train
103126,train
103127,train
103128,train
103129,train
103130,train
103134,train
103136,train
103137,train
103139,train
103140,train
103141,train
103148,train
103150,train
103151,train
103152,train
103153,train
103154,train
103155,train
103157,train
103159,train
103160,train
103161,train
103162,train
103163,train
103164,train
103167,train
103168,train
103169,train
103170,train
103172,train
103174,train
103175,train
103176,train
103177,train
103178,train
103180,train
103183,train
103185,train
103187,train
103190,train
103192,train
103193,train
103194,train
103198,train
103199,train
103200,train
103201,train
103202,train
103203,train
103205,train
103209,train
103210,train
103211,train
103212,train
103213,train
103214,train
103215,train
103216,train
103217,train
103218,train
103220,train
103221,train
103224,train
103225,train
103226,train
103227,train
103228,train
103229,train
103233,train
103234,train
103236,train
103237,train
103238,train
103241,train
103242,train
103246,train
103247,train
103248,train
103249,train
103250,train
103253,train
103254,train
103255,train
103257,train
103260,train
103261,train
103262,train
103263,train
103265,train
103266,train
103267,train
103268,train
103269,train
103273,train
103274,train
103275,train
103283,train
103284,train
103285,train
103289,train
103291,train
103292,train
103293,train
103294,train
103297,train
103299,train
103300,train
103301,train
103302,train
103303,train
103305,train
103306,train
103308,train
103309,train
103311,train
103312,train
103313,train
103314,train
103317,train
103320,train
103321,train
103322,train
103323,train
103325,train
103327,train
103330,train
103331,train
103333,train
103337,train
103340,train
103341,train
103342,train
103343,train
103344,train
103346,train
103347,train
103348,train
103349,train
103351,train
103352,train
103353,train
103354,train
103355,train
103357,train
103358,train
103359,train
103360,train
103362,train
103363,train
103365,train
103366,train
103367,train
103369,train
103370,train
103372,train
103373,train
103374,train
103376,train
103378,train
103380,train
103381,train
103382,train
103383,train
103384,train
103385,train
103386,train
103387,train
103389,train
103390,train
103391,train
103392,train
103394,train
103395,train
103399,train
103401,train
103402,train
103406,train
103407,train
103409,train
103412,train
103413,train
103416,train
103417,train
103419,train
103421,train
103422,train
103424,train
103425,train
103426,train
103427,train
103428,train
103430,train
103435,train
103437,train
103438,train
103439,train
103441,train
103446,train
103447,train
103448,train
103450,train
103451,train
103455,train
103456,train
103458,train
103463,train
103465,train
103467,train
103468,train
103470,train
103471,train
103472,train
103476,train
103479,train
103481,train
103482,train
103488,train
103489,train
103490,train
103492,train
103495,train
103496,train
103497,train
103501,train
103503,train
103505,train
103508,train
103509,train
103511,train
103514,train
103518,train
103519,train
103520,train
103524,train
103526,train
103527,train
103529,train
103530,train
103532,train
103534,train
103535,train
103536,train
103537,train
103538,train
103539,train
103540,train
103542,train
103545,train
103547,train
103548,train
103550,train
103552,train
103553,train
103555,train
103556,train
103557,train
103558,train
103559,train
103560,train
103561,train
103564,train
103565,train
103567,train
103568,train
103577,train
103578,train
103580,train
103581,train
103582,train
103583,train
103584,train
103585,train
103586,train
103588,train
103589,train
103590,train
103592,train
103593,train
103596,train
103599,train
103600,train
103601,train
103602,train
103603,train
103605,train
103606,train
103607,train
103608,train
103610,train
103616,train
103619,train
103620,train
103621,train
103622,train
103623,train
103626,train
103627,train
103630,train
103631,train
103632,train
103634,train
103635,train
103637,train
103638,train
103639,train
103641,train
103642,train
103643,train
103644,train
103645,train
103649,train
103650,train
103652,train
103653,train
103654,train
103656,train
103660,train
103661,train
103662,train
103663,train
103664,train
103665,train
103666,train
103667,train
103670,train
103671,train
103672,train
103673,train
103674,train
103675,train
103677,train
103678,train
103679,train
103680,train
103681,train
103685,train
103686,train
103687,train
103688,train
103690,train
103691,train
103692,train
103694,train
103695,train
103696,train
103697,train
103698,train
103699,train
103700,train
103702,train
103704,train
103705,train
103708,train
103710,train
103711,train
103712,train
103715,train
103718,train
103719,train
103720,train
103723,train
103724,train
103726,train
103727,train
103728,train
103729,train
103730,train
103731,train
103732,train
103734,train
103735,train
103737,train
103738,train
103739,train
103740,train
103741,train
103745,train
103746,train
103748,train
103749,train
103750,train
103751,train
103752,train
103753,train
103755,train
103758,train
103760,train
103763,train
103764,train
103765,train
103766,train
103767,train
103768,train
103769,train
103772,train
103774,train
103775,train
103776,train
103777,train
103778,train
103779,train
103780,train
103781,train
103782,train
103789,train
103790,train
103792,train
103793,train
103794,train
103795,train
103797,train
103798,train
103799,train
103800,train
103801,train
103802,train
103803,train
103805,train
103810,train
103815,train
103816,train
103817,train
103819,train
103820,train
103822,train
103826,train
103827,train
103829,train
103831,train
103832,train
103833,train
103835,train
103836,train
103837,train
103838,train
103839,train
103841,train
103843,train
103844,train
103846,train
103849,train
103850,train
103852,train
103853,train
103855,train
103856,train
103858,train
103859,train
103860,train
103863,train
103864,train
103867,train
103868,train
103869,train
103871,train
103872,train
103875,train
103877,train
103879,train
103880,train
103882,train
103884,train
103886,train
103887,train
103888,train
103890,train
103892,train
103894,train
103897,train
103898,train
103899,train
103901,train
103902,train
103903,train
103904,train
103907,train
103909,train
103910,train
103911,train
103912,train
103913,train
103915,train
103916,train
103917,train
103921,train
103922,train
103923,train
103925,train
103926,train
103927,train
103930,train
103931,train
103933,train
103934,train
103935,train
103936,train
103937,train
103938,train
103941,train
103942,train
103945,train
103946,train
103948,train
103950,train
103952,train
103953,train
103956,train
103957,train
103959,train
103960,train
103961,train
103962,train
103965,train
103968,train
103969,train
103970,train
103973,train
103974,train
103975,train
103976,train
103977,train
103978,train
103979,train
103982,train
103983,train
103987,train
103989,train
103990,train
103992,train
103993,train
103994,train
103997,train
104000,train
104001,train
104003,train
104004,train
104006,train
104008,train
104009,train
104011,train
104012,train
104013,train
104014,train
104015,train
104016,train
104017,train
104018,train
104020,train
104023,train
104025,train
104027,train
104028,train
104030,train
104031,train
104032,train
104033,train
104034,train
104036,train
104037,train
104038,train
104039,train
104040,train
104042,train
104043,train
104046,train
104052,train
104053,train
104054,train
104056,train
104057,train
104059,train
104060,train
104061,train
104064,train
104065,train
104067,train
104068,train
104069,train
104071,train
104072,train
104073,train
104074,train
104075,train
104077,train
104078,train
104079,train
104080,train
104082,train
104083,train
104084,train
104085,train
104086,train
104088,train
104090,train
104091,train
104092,train
104094,train
104097,train
104099,train
104100,train
104102,train
104105,train
104107,train
104108,train
104114,train
104115,train
104116,train
104118,train
104121,train
104125,train
104126,train
104127,train
104128,train
104137,train
104139,train
104140,train
104141,train
104142,train
104146,train
104147,train
104152,train
104153,train
104155,train
104157,train
104159,train
104160,train
104161,train
104162,train
104163,train
104164,train
104166,train
104168,train
104169,train
104170,train
104172,train
104173,train
104174,train
104177,train
104180,train
104182,train
104183,train
104185,train
104186,train
104187,train
104188,train
104189,train
104190,train
104191,train
104193,train
104194,train
104195,train
104196,train
104197,train
104198,train
104199,train
104200,train
104203,train
104205,train
104208,train
104209,train
104210,train
104211,train
104215,train
104217,train
104218,train
104219,train
104222,train
104223,train
104224,train
104225,train
104226,train
104227,train
104228,train
104229,train
104231,train
104233,train
104236,train
104237,train
104238,train
104239,train
104240,train
104243,train
104244,train
104245,train
104246,train
104248,train
104249,train
104250,train
104251,train
104252,train
104254,train
104255,train
104256,train
104258,train
104259,train
104260,train
104261,train
104262,train
104263,train
104264,train
104265,train
104266,train
104267,train
104268,train
104271,train
104276,train
104277,train
104280,train
104281,train
104282,train
104286,train
104287,train
104288,train
104289,train
104291,train
104292,train
104296,train
104299,train
104300,train
104301,train
104302,train
104303,train
104306,train
104307,train
104309,train
104311,train
104314,train
104315,train
104316,train
104322,train
104326,train
104329,train
104330,train
104332,train
104333,train
104335,train
104336,train
104337,train
104338,train
104340,train
104341,train
104343,train
104346,train
104347,train
104353,train
104356,train
104357,train
104358,train
104360,train
104362,train
104363,train
104367,train
104372,train
104374,train
104375,train
104377,train
104378,train
104380,train
104382,train
104383,train
104385,train
104387,train
104388,train
104389,train
104392,train
104395,train
104399,train
104400,train
104403,train
104404,train
104407,train
104411,train
104414,train
104415,train
104416,train
104418,train
104420,train
104422,train
104423,train
104425,train
104427,train
104428,train
104429,train
104431,train
104432,train
104433,train
104436,train
104439,train
104440,train
104443,train
104444,train
104446,train
104447,train
104448,train
104449,train
104452,train
104455,train
104456,train
104457,train
104459,train
104461,train
104462,train
104463,train
104464,train
104465,train
104470,train
104474,train
104475,train
104483,train
104484,train
104486,train
104487,train
104488,train
104489,train
104490,train
104491,train
104492,train
104494,train
104495,train
104496,train
104497,train
104498,train
104500,train
104503,train
104504,train
104505,train
104508,train
104509,train
104513,train
104514,train
104515,train
104517,train
104518,train
104519,train
104521,train
104522,train
104523,train
104524,train
104525,train
104526,train
104527,train
104530,train
104531,train
104533,train
104534,train
104537,train
104538,train
104540,train
104542,train
104544,train
104546,train
104547,train
104548,train
104549,train
104550,train
104551,train
104552,train
104554,train
104555,train
104556,train
104557,train
104558,train
104559,train
104560,train
104561,train
104562,train
104564,train
104565,train
104566,train
104567,train
104568,train
104569,train
104570,train
104571,train
104574,train
104575,train
104576,train
104577,train
104579,train
104581,train
104582,train
104586,train
104587,train
104589,train
104590,train
104591,train
104595,train
104596,train
104597,train
104598,train
104600,train
104601,train
104603,train
104604,train
104605,train
104608,train
104612,train
104614,train
104615,train
104617,train
104621,train
104627,train
104628,train
104629,train
104631,train
104632,train
104635,train
104637,train
104640,train
104641,train
104642,train
104643,train
104649,train
