column,dtype,missing_rate,n_unique,iv,band,max_lift,worst_bin,note
LIVINGAREA_MEDI,numeric,0.5019332641759157,5281,0.03323774649928958,yếu,1.1351386525401264,"(-0.001, 0.0145]",
ELEVATORS_AVG,numeric,0.532959796560123,257,0.03311192202148072,yếu,1.1273001141063699,__MISSING__,
ELEVATORS_MEDI,numeric,0.532959796560123,46,0.032949755800516574,yếu,1.1273001141063699,__MISSING__,
FLAG_EMP_PHONE,numeric,0.0,2,0.032891060595014385,yếu,1.0727259660858532,1,
LIVINGAREA_MODE,numeric,0.5019332641759157,5301,0.032579595325078634,yếu,1.1324591795304415,__MISSING__,
APARTMENTS_AVG,numeric,0.5074972927797705,2339,0.032341859057954614,yếu,1.1403101644230536,"(-0.001, 0.0165]",
REG_CITY_NOT_WORK_CITY,numeric,0.0,2,0.03221260981278831,yếu,1.3144533898521251,1,
APARTMENTS_MEDI,numeric,0.5074972927797705,1148,0.031981668683702724,yếu,1.1356734169598641,"(-0.001, 0.0167]",
ELEVATORS_MODE,numeric,0.532959796560123,26,0.03181482554584667,yếu,1.1273001141063699,__MISSING__,
APARTMENTS_MODE,numeric,0.5074972927797705,760,0.031631869490065904,yếu,1.1338543163845227,__MISSING__,
YEARS_BEGINEXPLUATATION_MEDI,numeric,0.48781019215572774,245,0.029248982351254504,yếu,1.1402252421238133,__MISSING__,
YEARS_BEGINEXPLUATATION_AVG,numeric,0.48781019215572774,285,0.029091237842373798,yếu,1.1402252421238133,__MISSING__,
YEARS_BEGINEXPLUATATION_MODE,numeric,0.48781019215572774,221,0.029024538177372577,yếu,1.1402252421238133,__MISSING__,
FLAG_DOCUMENT_3,numeric,0.0,2,0.02857052612590367,yếu,1.0956336070917232,1,
ENTRANCES_AVG,numeric,0.503487680115508,285,0.02840442620002683,yếu,1.136963529630034,__MISSING__,
ENTRANCES_MEDI,numeric,0.503487680115508,46,0.027849305103028816,yếu,1.136963529630034,__MISSING__,
DAYS_REGISTRATION,numeric,0.0,15688,0.026861260559663824,yếu,1.2022679810620707,"(-690.0, 0.0]",
AMT_ANNUITY,numeric,3.9022994299390916e-05,13672,0.026603075539947233,yếu,1.2488055475982578,"(28062.0, 32004.0]",
ENTRANCES_MODE,numeric,0.503487680115508,30,0.026455888482667635,yếu,1.136963529630034,__MISSING__,
WALLSMATERIAL_MODE,categorical,0.508407829313423,7,0.02632727702124522,yếu,1.2012901951106458,Wooden,
EMERGENCYSTATE_MODE,categorical,0.47398304450897694,2,0.024048865796443643,yếu,1.1471424745611307,__MISSING__,
NONLIVINGAREA_AVG,numeric,0.5517916432257708,3290,0.023058284664862354,yếu,1.1191228903001105,__MISSING__,
OWN_CAR_AGE,numeric,0.6599081008484249,62,0.02302446015361289,yếu,1.1843473363617443,"(18.0, 21.0]",
NONLIVINGAREA_MEDI,numeric,0.5517916432257708,3323,0.022873779357970195,yếu,1.1191228903001105,__MISSING__,
NONLIVINGAREA_MODE,numeric,0.5517916432257708,3327,0.022698409317316606,yếu,1.1191228903001105,__MISSING__,
BASEMENTAREA_MEDI,numeric,0.5851595552679416,3772,0.022574915064170344,yếu,1.104044683636223,__MISSING__,
BASEMENTAREA_AVG,numeric,0.5851595552679416,3780,0.022461719644354696,yếu,1.104044683636223,__MISSING__,
HOUSETYPE_MODE,categorical,0.50176091261776,3,0.02240651748400561,yếu,1.1335707026771542,__MISSING__,
REG_CITY_NOT_LIVE_CITY,numeric,0.0,2,0.022311248352478413,yếu,1.5144487706637506,1,
NAME_FAMILY_STATUS,categorical,0.0,6,0.021704502291040186,yếu,1.2318505893902152,Civil marriage,
BASEMENTAREA_MODE,numeric,0.5851595552679416,3841,0.021647697883320886,yếu,1.104044683636223,__MISSING__,
FLOORSMIN_MEDI,numeric,0.6784862980511266,47,0.02069712773355124,yếu,1.139492267348736,=0.0833,
FLOORSMIN_MODE,numeric,0.6784862980511266,25,0.0202416235259279,yếu,1.1301045474989726,=0.0833,
FLOORSMIN_AVG,numeric,0.6784862980511266,305,0.020234590669849513,yếu,1.1349610545545123,=0.0833,
AMT_REQ_CREDIT_BUREAU_YEAR,numeric,0.13501630835970097,25,0.018259067415541782,gần như vô dụng,1.2805136929143957,__MISSING__,
LANDAREA_MEDI,numeric,0.5937673774271489,3560,0.01825413158585153,gần như vô dụng,1.092516919934696,__MISSING__,
LANDAREA_MODE,numeric,0.5937673774271489,3563,0.018236936761630733,gần như vô dụng,1.092516919934696,__MISSING__,
LANDAREA_AVG,numeric,0.5937673774271489,3527,0.018091940265501403,gần như vô dụng,1.092516919934696,__MISSING__,
YEARS_BUILD_MODE,numeric,0.6649778381911542,154,0.017659346439469394,gần như vô dụng,1.075291951331162,__MISSING__,
YEARS_BUILD_MEDI,numeric,0.6649778381911542,151,0.01761855842872623,gần như vô dụng,1.075291951331162,__MISSING__,
YEARS_BUILD_AVG,numeric,0.6649778381911542,149,0.017553783209538917,gần như vô dụng,1.075291951331162,__MISSING__,
LIVINGAPARTMENTS_AVG,numeric,0.6835495315614726,1868,0.017181225007367136,gần như vô dụng,1.0738526108191753,"(-0.001, 0.0202]",
LIVINGAPARTMENTS_MEDI,numeric,0.6835495315614726,1097,0.017168844571055136,gần như vô dụng,1.0782147088723166,"(-0.001, 0.0205]",
AMT_REQ_CREDIT_BUREAU_QRT,numeric,0.13501630835970097,11,0.016880742663242774,gần như vô dụng,1.2805136929143957,__MISSING__,
LIVINGAPARTMENTS_MODE,numeric,0.6835495315614726,736,0.016845563893332555,gần như vô dụng,1.0739252638265533,"(-0.001, 0.0184]",
NAME_HOUSING_TYPE,categorical,0.0,6,0.015651003658823985,gần như vô dụng,1.5252360541409204,Rented apartment,
AMT_REQ_CREDIT_BUREAU_MON,numeric,0.13501630835970097,24,0.015316713834818429,gần như vô dụng,1.2805136929143957,__MISSING__,
NAME_CONTRACT_TYPE,categorical,0.0,2,0.01502236790605672,gần như vô dụng,1.0338207370799715,Cash loans,
DEF_30_CNT_SOCIAL_CIRCLE,numeric,0.0033202064316398437,10,0.014807408678650987,gần như vô dụng,1.4428016214951211,2.0,
COMMONAREA_MEDI,numeric,0.6987229725115525,3202,0.014645510423529292,gần như vô dụng,1.0621016237062504,__MISSING__,
COMMONAREA_AVG,numeric,0.6987229725115525,3181,0.014601260205380336,gần như vô dụng,1.0621016237062504,__MISSING__,
COMMONAREA_MODE,numeric,0.6987229725115525,3128,0.01406020665443115,gần như vô dụng,1.0621016237062504,__MISSING__,
DEF_60_CNT_SOCIAL_CIRCLE,numeric,0.0033202064316398437,9,0.01368725667430954,gần như vô dụng,1.5044330502794006,2.0,
AMT_REQ_CREDIT_BUREAU_DAY,numeric,0.13501630835970097,9,0.013492558879916431,gần như vô dụng,1.2805136929143957,__MISSING__,
AMT_REQ_CREDIT_BUREAU_WEEK,numeric,0.13501630835970097,9,0.013268357915679405,gần như vô dụng,1.2805136929143957,__MISSING__,
AMT_REQ_CREDIT_BUREAU_HOUR,numeric,0.13501630835970097,5,0.013235975499498606,gần như vô dụng,1.2805136929143957,__MISSING__,
LIVE_CITY_NOT_WORK_CITY,numeric,0.0,2,0.0132338984281323,gần như vô dụng,1.2345646423451893,1,
FONDKAPREMONT_MODE,categorical,0.6838617155158677,4,0.012990978508225401,gần như vô dụng,1.0676292572939845,__MISSING__,
FLAG_DOCUMENT_6,numeric,0.0,2,0.012808738402022091,gần như vô dụng,1.0299913522093294,0,
NONLIVINGAPARTMENTS_AVG,numeric,0.6943296337366793,386,0.012228023763335745,gần như vô dụng,1.0632525219555142,__MISSING__,
NONLIVINGAPARTMENTS_MEDI,numeric,0.6943296337366793,214,0.01209327131970142,gần như vô dụng,1.0632525219555142,__MISSING__,
NONLIVINGAPARTMENTS_MODE,numeric,0.6943296337366793,167,0.011825733038965669,gần như vô dụng,1.0632525219555142,__MISSING__,
AMT_INCOME_TOTAL,numeric,0.0,2548,0.011703988162714212,gần như vô dụng,1.0965576645578785,"(99000.0, 121500.0]",
HOUR_APPR_PROCESS_START,numeric,0.0,24,0.010600332168851307,gần như vô dụng,1.292241259510489,"(5.0, 7.0]",
FLAG_WORK_PHONE,numeric,0.0,2,0.01033306752432343,gần như vô dụng,1.1928905509441015,1,
FLAG_PHONE,numeric,0.0,2,0.007937758058297786,gần như vô dụng,1.050229512139527,0,
FLAG_OWN_CAR,categorical,0.0,2,0.006593973246903072,gần như vô dụng,1.0529358341966928,N,
CNT_CHILDREN,numeric,0.0,15,0.005726750480695943,gần như vô dụng,1.2439343098317435,"(2.999, 19.0]",
CNT_FAM_MEMBERS,numeric,6.503832383231819e-06,17,0.005267547803925801,gần như vô dụng,1.2272769079086423,"(4.999, 20.0]",
OBS_30_CNT_SOCIAL_CIRCLE,numeric,0.0033202064316398437,33,0.0033756898923604436,gần như vô dụng,1.1597081254430215,"(6.0, 7.0]",
OBS_60_CNT_SOCIAL_CIRCLE,numeric,0.0033202064316398437,33,0.0032930503099261703,gần như vô dụng,1.1149575666868818,"(6.0, 7.0]",
FLAG_DOCUMENT_13,numeric,0.0,2,0.00278480459722639,gần như vô dụng,1.00232481308269,0,
FLAG_DOCUMENT_16,numeric,0.0,2,0.002237038268266899,gần như vô dụng,1.0039247695657436,0,
NAME_TYPE_SUITE,categorical,0.004201475719567756,7,0.002023101414894628,gần như vô dụng,1.0136463411233356,Unaccompanied,
FLAG_DOCUMENT_14,numeric,0.0,2,0.00172033869129337,gần như vô dụng,1.0017331103509675,0,
FLAG_DOCUMENT_18,numeric,0.0,2,0.0009803962213066346,gần như vô dụng,1.0024295015355182,0,
FLAG_DOCUMENT_8,numeric,0.0,2,0.0009027072511615686,gần như vô dụng,1.0080753893366876,0,
FLAG_DOCUMENT_15,numeric,0.0,2,0.000828855093133335,gần như vô dụng,1.0007675396138105,0,
WEEKDAY_APPR_PROCESS_START,categorical,0.0,7,0.0006756374713422206,gần như vô dụng,1.0343882743666435,TUESDAY,
REG_REGION_NOT_WORK_REGION,numeric,0.0,2,0.0006262968753648787,gần như vô dụng,1.1012915878740217,1,
FLAG_OWN_REALTY,categorical,0.0,2,0.0005061021391424595,gần như vô dụng,1.0312214640799164,N,
REG_REGION_NOT_LIVE_REGION,numeric,0.0,2,0.0003983683521447029,gần như vô dụng,1.151736304874945,1,
FLAG_DOCUMENT_9,numeric,0.0,2,0.0002763245812728786,gần như vô dụng,1.0009185078539726,0,
FLAG_DOCUMENT_11,numeric,0.0,2,0.00025960710925998086,gần như vô dụng,1.0008944061083078,0,
FLAG_DOCUMENT_2,numeric,0.0,2,0.0002488559428706793,gần như vô dụng,0.9998811419905124,0,
FLAG_DOCUMENT_17,numeric,0.0,2,0.00019137413356631476,gần như vô dụng,1.0001861428163878,0,
FLAG_DOCUMENT_21,numeric,0.0,2,0.00016385336689146336,gần như vô dụng,0.9997709230055661,0,
LIVE_REGION_NOT_WORK_REGION,numeric,0.0,2,0.00010673083903734538,gần như vô dụng,1.0462153445710793,1,
FLAG_DOCUMENT_4,numeric,0.0,2,0.00010505964725739175,gần như vô dụng,1.000081304514677,0,
FLAG_EMAIL,numeric,0.0,2,4.1179298572747485e-05,gần như vô dụng,1.0014550187397333,0,
FLAG_DOCUMENT_7,numeric,0.0,2,2.055654660623581e-05,gần như vô dụng,1.0000710307620342,0,
FLAG_MOBIL,numeric,0.0,2,1.9786288709636137e-05,gần như vô dụng,1.0000032519267665,1,
FLAG_DOCUMENT_19,numeric,0.0,2,1.9242824216139637e-05,gần như vô dụng,1.0001117834997,0,
FLAG_DOCUMENT_12,numeric,0.0,2,9.297247050530796e-06,gần như vô dụng,1.0000065038746835,0,
FLAG_DOCUMENT_20,numeric,0.0,2,2.4889762760147377e-06,gần như vô dụng,0.9999836249592343,0,
FLAG_DOCUMENT_10,numeric,0.0,2,1.7613914990678958e-06,gần như vô dụng,1.000022763931526,0,
FLAG_DOCUMENT_5,numeric,0.0,2,1.0296411810487119e-06,gần như vô dụng,1.0001320074795168,0,
FLAG_CONT_MOBILE,numeric,0.0,2,8.799238871024356e-07,gần như vô dụng,1.000054011890825,1,
